H|070316|996
534||KARJAT|||||||||00059||1884|||||||
535||JAMNER|||||||||00059||2660|||||||
536||WANI|||||||||00059||2663|||||||
537||RAJGURUNAGAR|||||||||00059||2667|||||||
538||CHIKHLI GJ|||||||||00059||327|||||||
539||BARDOLI|||||||||00059||320|||||||
540||BORSAD|||||||||00059||320|||||||
541||DABHOI|||||||||00059||2645|||||||
542||DAHOD|||||||||00059||2654|||||||
543||KAMPTEE|||||||||00059||2658|||||||
544||UMRED|||||||||00059||2659|||||||
545||VARANGAON|||||||||00059||2661|||||||
546||RAVER|||||||||00059||1956|||||||
547||SILLOD|||||||||00059||1972|||||||
548||BODVAD|||||||||00059||2662|||||||
549||KHOPOLI|||||||||00059||1943|||||||
550||ROHA|||||||||00059||1943|||||||
551||TALEGAON DABHADE|||||||||00059||2668|||||||
552||SHIKRAPUR|||||||||00059||2669|||||||
553||SHIRUR|||||||||00059||1968|||||||
554||WARORA|||||||||00059||2664|||||||
555||PANDHARAKWADA|||||||||00059||2665|||||||
556||BHADRAVATI|||||||||00059||1839|||||||
557||GHUGUS|||||||||00059||2666|||||||
558||MANDVI|||||||||00059||2638|||||||
559||VYARA|||||||||00059||407|||||||
560||KAMREJ|||||||||00059||2639|||||||
561||SACHIN|||||||||00059||380|||||||
562||KHAMBHAT|||||||||00059||2500|||||||
563||KHEDA|||||||||00059||2641|||||||
564||PADRA|||||||||00059||370|||||||
565||KANJARI|||||||||00059||2642|||||||
566||ATUL|||||||||00059||2634|||||||
567||VIJALPORE|||||||||00059||2635|||||||
568||VANSDA|||||||||00059||2636|||||||
569||DHARAMPUR|||||||||00059||333|||||||
570||SINOR|||||||||00059||2646|||||||
571||RAJPIPLA|||||||||00059||375|||||||
572||KARJAN|||||||||00059||2647|||||||
573||SANKHEDA|||||||||00059||2648|||||||
574||JHALOD|||||||||00059||2655|||||||
575||DEVGADH BARIA|||||||||00059||2656|||||||
576||SANTRAMPUR|||||||||00059||382|||||||
577||LIMKHEDA|||||||||00059||2657|||||||
578||BALASINOR|||||||||00059||2643|||||||
579||KAPADWANJ|||||||||00059||2644|||||||
580||MODASA|||||||||00059||2649|||||||
581||DEESA|||||||||00059||2650|||||||
582||UNJHA|||||||||00059||395|||||||
583||SIDDPUR|||||||||00059||2651|||||||
584||VIRAMGAM|||||||||00059||2652|||||||
585||DAHEGAM|||||||||00059||2653|||||||
586||ADAYAR|||||||||00059||14|||||||
587||SAHAKARNAGAR|||||||||00059||13|||||||
588||FATIMA NAGAR|||||||||00059||1948|||||||
589||DADAR|||||||||00059||12|||||||
590||KRISHNAGIRI|||||||||00059||1153|||||||
591||KOZHIKODE|||||||||00059||2568|||||||
592||SRINAGAR|||||||||00059||1948|||||||
593||KALMESHWAR|||||||||00059||1921|||||||
594||HOSHANGABAD|||||||||00059||1743|||||||
596||BINA|||||||||00059||879|||||||
597||TAMBRAM|||||||||00059||14|||||||
598||ANNANAGAR|||||||||00059||14|||||||

595||UDGIR|||||||||59||2682|||||||
599||WAI|||||||||59||1994|||||||
600||SHIRVAL|||||||||59||2679|||||||
601||MEDHA|||||||||59||2680|||||||
602||WARANANAGAR|||||||||59||2676|||||||
603||AASTHA|||||||||59||879|||||||
604||HOSHANGABAD|||||||||59||1743|||||||
606||GONDIA|||||||||59||1812|||||||
608||RAJSAMAND|||||||||59||1014|||||||
609||MORBI|||||||||59||2498|||||||
610||DHROL|||||||||59||347|||||||
611||WANKANER|||||||||59||408|||||||
612||HALVAD|||||||||59||2686|||||||
613||DHRANGADHRA|||||||||59||2687|||||||
614||BHUJ|||||||||59||319|||||||
615||ANJAR|||||||||59||2688|||||||
616||MANDVI KUTCH|||||||||59||2689|||||||
617||MUNDRA|||||||||59||364|||||||
618||BHACHAU|||||||||59||315|||||||
619||KESHOD|||||||||59||2691|||||||
620||GONDAL|||||||||59||2493|||||||
621||JETPUR|||||||||59||2692|||||||
622||UPLETA|||||||||59||396|||||||
623||HARIJ|||||||||59||342|||||||
624||BECHARAJI|||||||||59||2693|||||||
625||BAYAD|||||||||59||2694|||||||
626||SATLASANA|||||||||59||2695|||||||
627||CHITTORGARH|||||||||59||1036|||||||
628||KALMESHWAR|||||||||59||2696|||||||
629||ANNANAGAR|||||||||59||14|||||||
630||TAMBRAM|||||||||59||14|||||||
631||SIRUGUPPA|||||||||59||2697|||||||
632||KOPPAL|||||||||59||710|||||||
633||GANGAVATHI|||||||||59||2698|||||||
634||SANDUR|||||||||59||2699|||||||
635||GAURIBIDANUR|||||||||59||667|||||||
636||TIPTUR|||||||||59||777|||||||
637||MANVI|||||||||59||733|||||||
638||DEVADURGA|||||||||59||661|||||||
639||BIDAR|||||||||59||639|||||||
640||KOLAR|||||||||59||706|||||||
641||BHALKI|||||||||59||637|||||||
642||BASAVAKALYAN|||||||||59||632|||||||
643||HUMNABAD|||||||||59||2700|||||||
644||CHINTAMANI|||||||||59||656|||||||
645||CHIKKABALLAPUR|||||||||59||2701|||||||
646||KOLAR GOLD FIELD|||||||||59||2702|||||||
647||MALUR|||||||||59||730|||||||
648||RAMANAGARA|||||||||59||2703|||||||
649||CHANNAPATNA|||||||||59||2704|||||||
650||ARSIKERE|||||||||59||621|||||||
651||SAKLESHPUR|||||||||59||755|||||||
652||CHANNARAYAPATNA|||||||||59||648|||||||
653||HIRIYUR|||||||||59||682|||||||
654||CHALLAKERE|||||||||59||645|||||||
655||HOSADURGA|||||||||59||687|||||||
656||INDI|||||||||59||693|||||||
657||SINDGI|||||||||59||765|||||||
658||ATHANI|||||||||59||2705|||||||
659||MUDDEBIHAL|||||||||59||734|||||||
660||MUDHOL|||||||||59||736|||||||
661||ILKAL|||||||||59||2706|||||||
662||SURENDRANAGAR|||||||||59||388|||||||
663||THANGADH|||||||||59||391|||||||
664||LIMBDI|||||||||59||357|||||||
665||JASDAN|||||||||59||2708|||||||
666||SAVARKUNDLA|||||||||59||383|||||||
667||BAGASARA|||||||||59||2709|||||||
668||DHOLKA|||||||||59||2641|||||||
669||OSMANABAD|||||||||59||1930|||||||
670||KARAMALA|||||||||59||2710|||||||
671||TULJAPUR|||||||||59||1984|||||||
672||KALAMB|||||||||59||1881|||||||
673||RASHBEHARI|||||||||59||15|||||||
674||TENALI|||||||||59||2449|||||||
675||VADAKARA|||||||||59||848|||||||
676||NAMAKKAL|||||||||59||2381|||||||
677||KALKA|||||||||59||2319|||||||
678||RAJPURA|||||||||59||911|||||||
679||KAPURTHALA|||||||||59||2160|||||||
680||DEWAS|||||||||59||1725|||||||
681||MACHILIPATNAM|||||||||59||2711|||||||
682||THIRUVALLA|||||||||59||832|||||||
683||ALAPPUZHA|||||||||59||791|||||||
684||DHARAPURAM|||||||||59||2713|||||||
685||ROPAR|||||||||59||2578|||||||
686||NABHA|||||||||59||2714|||||||
687||JALPAIGURI|||||||||59||2254|||||||
688||CHITTARANJAN|||||||||59||2715|||||||
689||KARUNAGAPPALLY|||||||||59||2717|||||||
690||BOLPUR|||||||||59||2718|||||||
691||RANAGHAT|||||||||59||2716|||||||
692||HALDIA|||||||||59||2248|||||||
693||UDUMALPET|||||||||59||2719|||||||
694||RANIGANJ|||||||||59||2571|||||||
695||DARJEELING|||||||||59||2464|||||||
696||BHADOI|||||||||59||1661|||||||
697||IRITTY|||||||||59||796|||||||
698||PAYYANNUR|||||||||59||796|||||||
699||KOVILPATTI|||||||||59||2447|||||||
700||SIVAGANGAI|||||||||59||1308|||||||
701||GUDUR|||||||||59||40|||||||
702||JIND|||||||||59||455|||||||
703||KATHUA|||||||||59||519|||||||
704||KATRA|||||||||59||519|||||||
705||KUTRA|||||||||59||2115|||||||
708||RAJGANGAPUR|||||||||59||2115|||||||
709||SUNDARGARH|||||||||59||2115|||||||
710||NAIDUPETA|||||||||59||2840|||||||
711||BURHANPUR|||||||||59||2721|||||||
712||KHARGONE|||||||||59||1755|||||||
713||JAORA|||||||||59||2722|||||||
714||PIPARIYA|||||||||59||2723|||||||
715||SEONI MALWA|||||||||59||1811|||||||
716||BASODA|||||||||59||2724|||||||
717||RAISEN|||||||||59||1793|||||||
718||ASHOK NAGAR|||||||||59||864|||||||
719||SEHORE|||||||||59||1808|||||||
720||ASHTA|||||||||59||2725|||||||
721||SHUJALPUR|||||||||59||2726|||||||
722||SATNA|||||||||59||1804|||||||
723||KATNI|||||||||59||1753|||||||
724||MAIHAR|||||||||59||2727|||||||
725||UMARIA|||||||||59||2720|||||||
726||CHHINDWARA|||||||||59||1718|||||||
727||PARASIA|||||||||59||2728|||||||
728||SEONI|||||||||59||1810|||||||
729||BETUL|||||||||59||874|||||||
730||MULTAI|||||||||59||2729|||||||
731||DIGRAS|||||||||59||1858|||||||
732||NER|||||||||59||2731|||||||
733||AMGAON|||||||||59||2732|||||||
734||RATNAGIRI|||||||||59||1955|||||||
735||KUMTA|||||||||59||2423|||||||
736||NIPANI|||||||||59||2733|||||||
737||GADHINGLAJ|||||||||59||2734|||||||
