H|150617|67761
1|CD
1|DPF
1|ECF
1|PC
1|REMI
1|VS
2|CD
2|PC
3|CD
3|PC
4|CD
4|PC
5|CD
5|PC
6|CD
6|PC
7|CD
7|PC
8|CD
8|PC
9|CD
9|PC
10|CD
10|PC
11|CD
11|PC
12|CD
12|PC
13|CD
13|PC
14|CD
14|PC
15|CD
15|PC
16|CD
16|PC
17|CD
17|PC
18|CD
18|PC
19|CD
19|PC
20|CBC
20|CD
20|CDD
20|PC
20|RCDD
21|CD
21|PC
22|CD
22|PC
23|CD
23|PC
24|CD
24|PC
24|VS
25|CD
25|PC
26|CD
26|PC
27|CD
27|DPF
27|PC
28|CD
28|PC
29|CD
29|CDD
29|NTBC
29|PC
29|RCDD
29|REMI
29|VS
30|CD
30|CDD
30|PC
30|REMI
30|VS
31|CD
31|CDD
31|PC
31|REMI
31|VS
32|CD
32|PC
33|CD
33|PC
34|CD
34|PC
35|CD
35|PC
36|CD
36|PC
37|CD
37|PC
38|CD
38|PC
38|VS
39|CD
39|PC
40|CD
40|PC
41|CD
41|PC
41|VS
42|CD
42|PC
43|CD
43|PC
43|VS
44|CD
44|PC
45|CD
45|PC
45|VS
46|CD
46|PC
46|VS
47|CD
47|CDD
47|PC
47|RCD
47|RCDD
47|VS
48|CD
48|PC
49|CD
49|PC
49|VS
50|CD
50|PC
50|VS
51|CD
51|PC
51|VS
52|CD
52|PC
53|CD
53|PC
54|CD
54|PC
55|CD
55|PC
56|CD
56|PC
57|CD
57|PC
58|CD
58|PC
59|CD
59|PC
60|CD
60|PC
61|CD
61|PC
62|CD
62|PC
63|CD
63|PC
64|CD
64|PC
65|CD
65|PC
66|CD
66|PC
67|CD
67|PC
68|CD
68|PC
69|CD
69|PC
70|CD
70|PC
71|CD
71|PC
72|CD
72|PC
73|CD
73|PC
74|CD
74|PC
75|CD
75|PC
76|CD
76|PC
77|CD
77|PC
77|VS
78|CD
78|PC
79|CD
79|PC
79|VS
80|CD
80|PC
81|CD
81|PC
82|CD
82|PC
83|CD
83|PC
84|CD
84|PC
85|CD
85|PC
85|VS
86|CD
86|PC
86|VS
87|CD
87|PC
87|VS
88|CD
88|PC
88|VS
89|CD
89|PC
90|CD
90|PC
91|CD
91|PC
91|VS
92|CD
92|PC
93|CD
93|PC
93|VS
94|CD
94|PC
94|VS
95|CD
95|ECF
95|PC
95|REMI
95|VS
96|CD
96|PC
96|VS
97|CD
97|PC
98|CD
98|PC
99|CD
99|PC
100|CD
100|PC
101|CD
101|PC
101|RF
101|VS
102|CD
102|PC
103|CD
103|PC
104|CD
104|PC
105|CD
105|PC
105|VS
106|CD
106|PC
106|VS
107|CD
107|PC
107|VS
108|CD
108|PC
108|VS
109|CD
109|PC
110|CD
110|PC
111|CD
111|PC
112|CD
112|PC
113|CD
113|PC
114|CD
114|PC
114|VS
115|CD
115|PC
116|CD
116|PC
117|CD
117|PC
118|CD
118|PC
119|CD
119|PC
120|CD
120|PC
121|CD
121|PC
122|CD
122|PC
123|CD
123|PC
124|CD
124|PC
125|CD
125|PC
125|RCDD
125|VS
126|CD
126|CE
126|PC
127|CD
127|PC
127|VS
128|CD
128|PC
128|VS
129|CD
129|PC
130|CD
130|PC
130|VS
131|CD
131|PC
132|CD
132|PC
133|CD
133|PC
133|VS
134|CD
134|PC
135|CD
135|PC
136|CD
136|PC
137|CD
137|PC
138|CD
138|PC
138|VS
139|CD
139|PC
140|CD
140|PC
141|CD
141|PC
142|CD
142|PC
142|VS
143|CD
143|PC
144|CD
144|PC
144|VS
145|CD
145|DDF
145|LFF
145|PC
145|PL
145|VS
146|CD
146|PC
147|CD
147|PC
148|CD
148|PC
149|CD
149|PC
150|CD
150|PC
151|CD
151|PC
152|CD
152|PC
153|CD
153|PC
154|CD
